Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
2023-08-13T16:46:31Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Senior Engineer I,PhD or Equivalent,CSWP,NA,,135000,,,,45000,,,,,25000,NA
2023-08-21T17:50:00Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Nurix Therapeutics,Public,200-1000,Sr. Research Associate,Masters or Equivalent,None,NA,,121000,,,,NA,,,,,NA,NA
2023-08-26T03:25:48Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,Scientist - Downstream process development,,110000,,,,NA,,,,,NA,NA
2023-08-27T13:37:46Z,usa,boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Clinical Project Manager,Masters or Equivalent,None,Clinical Operations,,125000,,,,NA,,,,,NA,NA
2023-09-01T02:21:43Z,USA,Boston,Pharmaceutical (including “big pharma”),Vertex,Public,5000+,Sr Packaging Engineer,Bachelors or Equivalent,None,NA,,112500,,,,7500,,,,,NA,NA
2023-09-20T20:31:13Z,USA,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Scientist,Bachelors or Equivalent,None,"Upstream process development in CRO. Develop, optimize and troubleshoot SUB using CHO",,145000,,,,5000,,,,,NA,NA
2023-09-21T15:22:01Z,USA,San Diego,Pharmaceutical (including “big pharma”),Gilead,Public,5000+,Senior Manager of Engineering,Bachelors or Equivalent,None,NA,,156000,,,,10000,,,,,NA,NA
2023-09-22T01:13:37Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,NA,,110000,,,,NA,,,,,9000,NA
2023-10-01T21:41:54Z,USA,Seattle,Pharmaceutical (including “big pharma”),BMS,Public,5000+,Sr. Scientist,Masters or Equivalent,None,NA,,150000,,,,35000,,,,,NA,NA
2023-10-05T04:29:03Z,USA,San Francisco,Pharmaceutical (including “big pharma”),Tacit Therapeutics,Start-up,1-50,RA 1,Bachelors or Equivalent,None,Entry level research associate 1 with 3 years of internship industry experience. Building an RNA editing therapeutic platform.,,80000,,,,NA,,,,,NA,"Interviewed with the company. Offer was rescinded due to me countering their offer by 12%. Somewhat unprofessional team. I reached out to prior employees and the story was consistent, the CEO was trigger happy with new hires/fires. They seemed disorganized, and I had never been penalized for standard negotiation tactics before."
2023-10-08T00:15:15Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Manager,Masters or Equivalent,None,Manager - G&A function,,130000,,,,10000,,,,,NA,NA
2023-10-08T22:12:37Z,USA,New Jersey,Pharmaceutical (including “big pharma”),CQV Consulting Firm,Subsidiary,1000-5000,CQV Project Manager,Masters or Equivalent,None,NA,,130000,,,,0,,,,,NA,NA
2023-10-17T16:40:50Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr Scientist,Bachelors or Equivalent,None,NA,,124500,,,,NA,,,,,NA,NA
2023-10-21T00:22:46Z,USA,Bosyon,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Scientist I,PhD or Equivalent,None,Scientist in Gene Editing,,130000,,,,15000,,,,,NA,NA
2023-10-22T22:10:07Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,"Assoc Dir, Supply",Masters or Equivalent,None,NA,,200000,,,,10000,,,,,NA,NA
2023-10-23T22:47:31Z,USA,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Principal Scientist,PhD or Equivalent,None,NA,,140000,,,,NA,,,,,NA,NA
2023-10-26T21:47:40Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,PhD or Equivalent,None,NA,,189000,,,,50000,,,,,NA,NA
2023-10-27T12:52:07Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,"Associate Director, Project and Portfolio Management",Masters or Equivalent,PMP,Clinical asset project manager,,200000,,,,NA,,,,,NA,NA
2023-10-27T13:34:29Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Commerical Operations Manager,Bachelors or Equivalent,None,NA,,115000,,,,0,,,,,NA,NA
2023-10-27T15:02:34Z,USA,Kansas City,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Associate Principal Scientist,PhD or Equivalent,None,product development team lead with 4 reports,,100000,,,,0,,,,,0,2/5 stars. Chaos all the time. Terrible management
2023-10-27T16:48:58Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,PhD or Equivalent,None,NA,,320000,,,,NA,,,,,NA,NA
2023-10-27T18:22:10Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Associate Scientist,Bachelors or Equivalent,None,NA,,120000,,,,NA,,,,,NA,NA
2023-10-28T22:38:58Z,USA,La Jolla,Pharmaceutical (including “big pharma”),Pfizer,Private,5000+,Scientist (R3),Masters or Equivalent,None,Antibody discovery,,106000,,,,10000,,,,,NA,NA
2023-10-29T16:16:00Z,USA,Austin (Remote),Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Associate Director,Masters or Equivalent,None,Clinical operations with direct reports,,200000,,,,NA,,,,,NA,NA
2023-10-29T22:04:44Z,USA,San Diego,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Director,PhD or Equivalent,None,Manager of large group conducting primary pharmacology lab work - discovery research,,210000,,,,10000,,,,,20000,"Mostly good, but leadership decisions can be maddening"
2023-10-30T13:35:47Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,"Associate Director, Computational Biology",PhD or Equivalent,None,Runs entire bioninformatics department with focus on discovery biology and translational biology,,165000,,,,10000,,,,,NA,"Awesome experience, great company, good work life balance (i.e., extremely rarely work more than 40 hours, never check emails on evenings/weekends)"
2023-10-30T21:47:49Z,USA,Boston,Pharmaceutical (including “big pharma”),GSK,Public,5000+,Engineering manager,Bachelors or Equivalent,None,NA,,125000,,,,7500,,,,,NA,NA
2023-10-31T12:40:06Z,USA,Research Triangle,Pharmaceutical (including “big pharma”),Biogen,Public,5000+,Scientist II,PhD or Equivalent,RAC,NA,,125000,,,,NA,,,,,NA,NA
2023-11-01T16:08:08Z,USA,San Francisco,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Data Analyst,Bachelors or Equivalent,None,NA,,110000,,,,NA,,,,,NA,NA
2023-11-01T17:46:47Z,USA,Thousand Oaks,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Scientist,Bachelors or Equivalent,None,"Bioconjugation, Assay Development",,110000,,,,10000,,,,,10000,Great! Touch economy.
2023-11-04T20:57:14Z,USA,RTP,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr QA Associate,Bachelors or Equivalent,None,NA,,93000,,,,NA,,,,,NA,NA
2023-11-05T21:55:56Z,USA,San Diego,Pharmaceutical (including “big pharma”),BMS,Public,5000+,Senior Engineer,Bachelors or Equivalent,None,Software/Automation,,135000,,,,NA,,,,,NA,NA
2023-11-06T14:55:03Z,USA,San Diego,Pharmaceutical (including “big pharma”),Eli Lilly,Public,5000+,Sr. Biologist,Bachelors or Equivalent,None,NA,,94160,,,,10000,,,,,NA,NA
2023-11-13T00:56:41Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr manager,Masters or Equivalent,None,Manage group of 8 in MSAT,,162531,,,,30000,,,,,NA,NA
2023-11-14T21:51:32Z,USA,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Consulting Engineer,Masters or Equivalent,None,"Design, Construction, and Startup assistance of new facilities",,260000,,,,NA,,,,,5000,NA
2023-11-20T02:14:21Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Clinical Scientist,M.D./PharmD/D.D.S. or Equivalent,None,Clinical Development,,188100,,,,10000,,,,,NA,Mostly good
2023-11-22T22:05:28Z,USA,Boston,Pharmaceutical (including “big pharma”),Amgen,Public,5000+,Manager,Masters or Equivalent,None,Manager - manage large scale upstream/downstream manufacturing operations. Manage 4 staff,,115000,,,,10000,,,,,20000,"Love my company. Great people, science-based, and too happy to leave. It’s the people!"
2023-11-29T11:00:10Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist I,PhD or Equivalent,None,NA,,124500,,,,10000,,,,,NA,The easiest job I've ever had.
2023-12-01T21:23:29Z,USA,NYC,Pharmaceutical (including “big pharma”),Regeneron,Public,5000+,Sr. Scientist,Bachelors or Equivalent,None,NA,,124000,,,,NA,,,,,NA,NA
2023-12-02T04:01:03Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Genentech,Subsidiary,5000+,Scientist III,Masters or Equivalent,None,Scientist III - Considered early stage research (Upstream in the realm of drug discovery). Design functional cell-based assay for large molecule drug high throughput  screening,,110000,,,,0,,,,,40000,"10 out of 10. Most I've very been paid in my life but living in the bay area I don't take a lot home due to rent and everything else. Even making around 140,000K if I want to save a good amount of money I need a roommate which is insane because I use to live in SoCal and although expensive as well, it doesn't compare to bay area. At least in LA you can live outside the suburbs and find a good deal, but the suburbs in the bay area are just as expensive as living in SF because Apple, Facebook, and other tech giants work and live outside the city. In general I love this company and the only thing that would cause me to leave is the cost of living."
2023-12-02T13:05:11Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Director,Masters or Equivalent,None,NA,,175000,,,,NA,,,,,NA,amazing
2023-12-05T23:34:20Z,USA,Philadelphia,Pharmaceutical (including “big pharma”),J&J,Public,5000+,"Manager, Medical Affairs",M.D./PharmD/D.D.S. or Equivalent,None,NA,,144000,,,,NA,,,,,NA,NA
2023-12-13T12:39:26Z,USA,Research Triangle,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Technical Operations Engineer,Bachelors or Equivalent,None,"Process validation lead for two vaccines.  Responsible for late-stage tech transfer, execution of process performance qualification and ancillary validation activities, and BLA authoring and filing support.",,105000,,,,0,,,,,0,"5/10.  Company has essentially infinite resources and does pretty fascinating work, but it is certainly not exempt from corporate greed and a lot of entrenched-in-their-ways management that convinces itself it's a nimble biotech and not a large, inefficient beurocracy."
2023-12-14T13:21:13Z,USA,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate,Bachelors or Equivalent,None,NA,,88000,,,,5000,,,,,NA,NA
2023-12-18T22:51:58Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate Scientist,Bachelors or Equivalent,None,NA,,87660,,,,0,,,,,NA,NA
2023-12-20T11:18:59Z,USA,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Sr. Scientist,PhD or Equivalent,None,NA,,169000,,,,30000,,,,,NA,NA
2023-12-22T16:39:22Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate Principal Engineer,Bachelors or Equivalent,None,Process Development,,155000,,,,NA,,,,,NA,8/10
2023-03-29T13:51:32Z,USA,Salt Lake City,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Material Buyer,Bachelors or Equivalent,None,NA,,65000,,,,2500,,,,,NA,Great place to work. Work life balance is valued by employer.
2023-03-29T17:57:31Z,USA,NYC,Pharmaceutical (including “big pharma”),Eli Lilly,Subsidiary,50-200,Senior Scientist,Bachelors or Equivalent,None,NA,,100000,,,,10000,,,,,NA,NA
2023-03-29T20:51:23Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Associate Director,PhD or Equivalent,None,"Manage multiple teams, 7 direct reports + 4 skip reports from RA to senior scientists, scientific strategy, data interpretation and manage cross-team collaborations",,150000,,,,20000,,,,,10000,"Founders coming from a good place but no HR, no yearly reviews or yearly bonuses, not great time off, struggling to scale"
2023-03-30T02:54:53Z,USA,Philadelphia,Pharmaceutical (including “big pharma”),Teva,Public,5000+,Senior medical writer,M.D./PharmD/D.D.S. or Equivalent,None,Program lead role,,130000,,,,10000,,,,,NA,5/5
2023-03-30T12:29:40Z,USA,Boston,Pharmaceutical (including “big pharma”),Biogen,Public,5000+,Senior Manager,M.D./PharmD/D.D.S. or Equivalent,None,Global Medical,,163500,,,,0,,,,,NA,NA
2023-04-05T07:05:39Z,USA,Bosto,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,"Head of program management, executive director",Masters or Equivalent,Pmp,NA,,275000,,,,NA,,,,,NA,NA
2023-07-07T20:45:03Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director,Masters or Equivalent,None,NA,,216000,,,,50000,,,,,NA,NA
2023-08-31T21:20:51Z,USA,Boston,Pharmaceutical (including “big pharma”),Relay therapeutics,Public,200-1000,Senior research associate,Masters or Equivalent,None,"SRA, formulations, manage CROs to enable pre-clinical studies for DMPK, hybrid",,110000,,,,1000,,,,,NA,NA
2023-10-26T15:10:05Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Scientist,Masters or Equivalent,None,Create Preclinical data packages for IND submissions,,110000,,,,5000,,,,,NA,NA
2023-10-27T12:36:20Z,USA,Philadelphia,Pharmaceutical (including “big pharma”),GSK,Public,5000+,Bench Scientist,Masters or Equivalent,None,In vivo oncology,,90000,,,,NA,,,,,NA,NA
2023-12-14T00:33:14Z,USA,SoCal,Pharmaceutical (including “big pharma”),Gilead,Private,1000-5000,Associate Scientist,Masters or Equivalent,None,NA,,121000,,,,NA,,,,,NA,NA
2023-06-21T01:52:53Z,USA,Los Angeles,Process Development in Oncology,Fujifilm,Private,5000+,Scientist,Masters or Equivalent,None,Process Development Scientist,,140000,,,,5000,,,,,NA,NA
2023-09-16T00:33:32Z,United Stated,Bay Area,RUO Assay Product,Prefer not to say,Public,50-200,Senior Project Manager,Masters or Equivalent,None,Senior Project Manager - Product Development,,165000,,,,NA,,,,,NA,NA
2023-03-29T14:39:45Z,USA,Seattle,Sequencing,Roche Sequencing Solutions,Public,5000+,Research Associate,Bachelors or Equivalent,None,"Plan and execute experiments, molecular assays, etc.",,75000,,,,0,,,,,7500,"Seattle site is abysmal. Management is paranoid, micromanagement runs rampant, unable to delegate, lack of trust, retaliatory. People are overworked and underpaid. Leadership is old school and does shady things like telling employees not to discuss salaries, which is a federally protected action."
2023-03-29T02:17:50Z,United States of America,San Diego,Software,Prefer not to say,Start-up,1-50,Bioinformatics Scientist,Bachelors or Equivalent,None,NA,,100000,,,,NA,,,,,NA,NA
2023-06-20T08:17:48Z,Usa,Boston,Software,Prefer not to say,Private,200-1000,Director of Alliance Management,PhD or Equivalent,None,NA,,170000,,,,NA,,,,,NA,NA
2023-11-01T14:06:42Z,USA,Bay Area,Software + Data,Prefer not to say,Public,200-1000,Senior Program Manager,Masters or Equivalent,None,NA,,180000,,,,20000,,,,,NA,NA
2023-11-19T20:14:11Z,United States,Boston,TechBio,Prefer not to say,Private,200-1000,Business Development Director,PhD or Equivalent,None,"Lead of sales team including sourcing, direct sales, and partnerships",,170000,,,,0,,,,,0,NA
